단속건수,위도,경도,대표_단속동,대표_장소
24,36.8301695231301,127.133042005686,두정동,천안시 두정동 526-1번지
24,36.8057198125043,127.147337245941,대흥동,천안시 대흥동 큰재빼기길 5-2
24,36.8358218669552,127.151586870791,두정동,천안시 두정동 406번지
24,36.7748582853958,127.133130292889,신방동,천안시 신방동 2110
24,36.8388980590077,127.112385853755,차암동,천안시 차암동 407번지
24,36.8316703934783,127.137490079149,두정동,천안시 두정동 858번지
24,36.8316508458271,127.13544324541,두정동,천안시 두정동 1794번지
24,36.8340985435373,127.142292150711,두정동,천안시 두정동 1829번지
24,36.8305856088041,127.133002371408,두정동,천안시 두정동 1782번지
24,36.812573095479,127.130214500699,봉명동,천안시 봉명동 503
24,36.8020653871313,127.138847350671,다가동,천안시 다가동 471
24,36.8267410893037,127.122113705937,백석동,천안시 백석동 1181번지
24,36.8008500775279,127.136730041212,다가동,천안시 다가동 차돌고개3길 25-1
24,36.828400980938,127.151444891874,두정동,천안시 두정동 2051번지
24,36.8286057107511,127.138203563809,성정동,천안시 성정동 1290번지
24,36.8519372584566,127.117487014842,성성동,천안시 성성동 2공단1로
24,36.8116481197567,127.101424555313,불당동,천안시 불당동 1899번지
23,36.83507902186517,127.14878327691524,두정동,천안시 두정동 두정역 2번 출구
23,36.7496315891387,127.26761244941,병천면,천안시 병천면 5산단로
23,36.8159282478807,127.153234028484,성황동,천안시 성황동 8-1
23,36.8415392402081,127.127192944415,성성동,천안시 성성동 984번지
23,36.81234657859,127.102987956116,불당동,천안시 불당동 1612번지
23,36.8388725215657,127.143337325988,두정동,천안시 두정동 1802번지
23,36.8400223945891,127.121343992044,성성동,천안시 성성동 885번지
23,36.8392654021108,127.130424762486,성성동,천안시 성성동 140-9번지
23,36.7768193145449,127.151775748643,청당동,천안시 청당동 청당3길 80
23,36.8335382459996,127.137145348787,두정동,천안시 두정동 944번지
23,36.8385763718567,127.113892677962,차암동,천안시 차암동 406-1번지
23,36.8042393699218,127.149006428501,오룡동,천안시 오룡동 190
23,36.7949985670588,127.131170741668,신방동,천안시 신방동 13-14
23,36.8410869408171,127.174455065428,안서동,천안시 안서동 단국대학교 병원입구
23,36.7944211981696,127.146479758632,용곡동,천안시 용곡동 용곡1길 70
23,36.822959906515,127.156801265421,신부동,천안시 신부동 터미널9길
23,36.8227274194065,127.15680213612,신부동,천안시 신부동 836
23,36.7956910641944,127.132073777917,쌍용동,천안시 쌍용동 389-28번지
23,36.7930394639689,127.157184624042,구성동,천안시 구성동 388-78
23,36.7812200854681,127.164130988129,삼룡동,천안시 삼룡동 천안대로 361
23,36.7923210212592,127.118620524474,쌍용동,천안시 쌍용동 1566번지
23,36.7930323257188,127.09873599135,불당동,천안시 불당동 공원로 109
23,36.8141843314733,127.107736133793,불당동,천안시 불당동 1541번지
23,36.8131059020856,127.146130609738,성정동,천안시 성정동 171-11번지
23,36.8136357746457,127.108387286951,불당동,천안시 불당동 1537번지
22,36.8090177520109,127.101559710266,불당동,천안시 불당동 1931번지
22,36.81009158662,127.133413162816,봉명동,천안시 봉명동 224
22,36.8307503178094,127.110000060985,백석동,천안시 백석동 555-12번지
22,36.8304270900595,127.144444998063,두정동,천안시 두정동 1428-1번지
22,36.833932407653,127.148459661597,두정동,천안시 두정동 78번지
22,36.8096433390419,127.105452925663,불당동,천안시 불당동 1671번지
22,36.7976236151605,127.124446482217,쌍용동,천안시 쌍용동 567번지
22,36.8367360131677,127.119611254491,백석동,천안시 백석동 1059번지
22,36.8105188005504,127.103155738134,불당동,천안시 불당동 1773번지
22,36.8378755710484,127.119233994572,백석동,천안시 백석동 1051번지
22,36.8028196170577,127.138151387539,봉명동,천안시 봉명동 216-8
22,36.8324040150032,127.147973897088,두정동,천안시 두정동 68-16번지
22,36.8325574552706,127.142455315638,두정동,천안시 두정동 1472번지
22,36.8109231296428,127.111251952392,불당동,천안시 불당동 690번지
22,36.8774183079839,127.151602187158,직산읍,천안시 직산읍 삼은리 320-3
22,36.7851023906569,127.155175618629,청당동,천안시 청당동 952
22,36.8017497575803,127.159042917115,원성동,천안시 원성동 616
22,36.8403710553228,127.113000694741,차암동,천안시 차암동 413번지
22,36.8169512170977,127.140667571132,성정동,천안시 성정동 696-4번지
22,36.8415608894956,127.131152907552,성성동,천안시 성성동 725번지
22,36.7987986192601,127.11939323834,쌍용동,천안시 쌍용동 1901번지
22,36.8174808240924,127.152630784685,신부동,천안시 신부동 중앙로 213
22,36.8174639018772,127.162873724525,신부동,천안시 신부동 995
22,36.79884092965354,127.10169574750408,불당동,천안시 불당동 펜타포트103동
22,36.8216558033424,127.131710622157,성정동,천안시 성정동 550-14번지
21,36.8213311861123,127.142902900549,성정동,천안시 성정동 660-9번지
21,36.7770316292776,127.128177344622,신방동,천안시 신방동 2058
21,36.8129631077627,127.108176205789,불당동,천안시 불당동 1537-1번지
21,36.8223174166006,127.143229891255,성정동,천안시 성정동 661-6번지
21,36.8224677432778,127.108964423748,불당동,천안시 불당동 1478번지
21,36.8318061670916,127.140668420978,두정동,천안시 두정동 1813번지
21,36.8334919991553,127.154014859571,두정동,천안시 두정동 411번지
21,36.8037517276434,127.142428723736,봉명동,천안시 봉명동 차돌로 113-14
21,36.8211241247119,127.110305494422,불당동,천안시 불당동 1481번지
21,36.8053080984563,127.13956455972,봉명동,천안시 봉명동 39-9
21,36.8125916962607,127.107151920886,불당동,천안시 불당동 1615번지
21,36.7896541536866,127.157259159303,청수동,천안시 청수동 431
21,36.8256967840091,127.140713505902,성정동,천안시 성정동 1554번지
21,36.7904065234332,127.11586972944,쌍용동,천안시 쌍용동 1912번지
21,36.8318603659028,127.147329853796,두정동,천안시 두정동 68-28번지
21,36.8023096108703,127.123724807825,쌍용동,천안시 쌍용동 1354번지
21,36.8038362650525,127.140828586936,봉명동,천안시 봉명동 우영3길 12-2
21,36.742472889831,127.236938249311,성남면,천안시 성남면
21,36.8708338666289,127.144446453753,직산읍,천안시 직산읍 모시리 64-17
21,36.8322268509386,127.147761688946,두정동,천안시 두정동 68-19번지
21,36.8144529053546,127.110730428985,불당동,천안시 불당동 223-2번지
21,36.879082227561,127.156986255269,성거읍,천안시 성거읍 신월리 371-11
21,36.7876265851028,127.120497138484,신방동,천안시 신방동 784-12
21,36.8428076057578,127.131527704723,성성동,천안시 성성동 726번지
21,36.8284719354431,127.132307096209,두정동,천안시 두정동 526-2번지
21,36.8041052034033,127.128449481224,쌍용동,천안시 쌍용동 1266번지
21,36.8105484271586,127.106551082063,불당동,천안시 불당동 1639번지
21,36.8387463357605,127.117397328177,성성동,천안시 성성동 511-1번지
21,36.8380859930761,127.136482280727,두정동,천안시 두정동 1078번지
21,36.8325750991373,127.129385900645,두정동,천안시 두정동 561-5번지
21,36.8412081869034,127.132057161454,성성동,천안시 성성동 697번지
21,36.7770884234741,127.15103953317,청당동,천안시 청당동 청당3길
20,36.8270198751375,127.125248783156,백석동,천안시 백석동 1200번지
20,36.8064062800636,127.14899986917,오룡동,천안시 오룡동 명동길 36
20,36.865440933235,127.114521985009,직산읍,천안시 직산읍 신갈리 243
20,36.9204134466627,127.129083218999,성환읍,천안시 성환읍 성환리 344-131
20,36.8214811459447,127.139781773366,성정동,천안시 성정동 655-7번지
20,36.789714873286,127.122130098339,신방동,천안시 신방동 수곡로 22
20,36.8041428419717,127.116211467393,불당동,천안시 불당동 787번지
20,36.7907609518934,127.118048403639,쌍용동,천안시 쌍용동 450-2번지
20,36.8308986429125,127.106834653742,백석동,천안시 백석동 555-6번지
20,36.800081340079,127.150105671453,사직동,천안시 사직동 대흥로 114
20,36.80821002049,127.149799353855,문화동,천안시 문화동 버들로 20
20,36.8203129795617,127.158643641199,신부동,천안시 신부동 터미널2로 16
20,36.7974306761698,127.135585105514,다가동,천안시 다가동 440-29
20,36.8118644180495,127.143486778875,성정동,천안시 성정동 서부역14길
20,36.8364134576753,127.158553794388,두정동,천안시 두정동 두정공단1길
20,36.8294449053917,127.142183543705,성정동,천안시 성정동 1324번지
20,36.8228834524341,127.107149118862,불당동,천안시 불당동 1469번지
20,36.8069642100171,127.132186036131,쌍용동,천안시 쌍용동 889번지
20,36.8404524120518,127.131503715686,성성동,천안시 성성동 728번지
20,36.8386357542449,127.146918967167,두정동,천안시 두정동 1595번지
20,36.7988575862043,127.153249094078,원성동,천안시 원성동 373-23
20,36.8345659666309,127.137060079963,두정동,천안시 두정동 1789번지
20,36.8305448729171,127.121911700026,백석동,천안시 백석동 1003번지
20,36.7611074729032,127.158526996289,구룡동,천안시 구룡동 30번지
20,36.7729687459489,127.127526844308,신방동,천안시 신방동 1299
20,36.8250257902348,127.154735320135,신부동,천안시 신부동 단대1로 10
20,36.7573144193841,127.225091034806,성남면,천안시 성남면 종합휴양지로 183
20,36.832368532145,127.143695902524,두정동,천안시 두정동 1479번지
20,36.763019840833,127.158582451283,구룡동,천안시 구룡동 20-3번지
20,36.8020761643293,127.135519337947,봉명동,천안시 봉명동 234-3
20,36.8306526782522,127.144855695746,두정동,천안시 두정동 1434번지
20,36.7962969445339,127.132342049093,쌍용동,천안시 쌍용동 389-35번지
20,36.7839700793055,127.153904948238,청당동,천안시 청당동 502
20,36.8229457828654,127.157329046508,신부동,천안시 신부동 818
19,36.8218338424822,127.159271422952,신부동,천안시 신부동 688
19,36.8128363739401,127.1595280273,원성동,천안시 원성동 211-2
19,36.8114747897532,127.131635464318,봉명동,천안시 봉명동 봉서4길 1
19,36.7843187550866,127.164712193073,삼룡동,천안시 삼룡동 420
19,36.7618826999748,127.158259576339,구룡동,천안시 구룡동 30-5번지
19,36.9151164998174,127.132074945561,성환읍,천안시 성환읍 성환2로
19,36.9114256158111,127.129123282627,성환읍,천안시 성환읍 매주리 329-1
19,36.8139841581254,127.107677239444,불당동,천안시 불당동 1880번지
19,36.7911465491513,127.158367250133,청수동,천안시 청수동 265
19,36.8154458099807,127.136425152573,성정동,천안시 성정동 708-8번지
19,36.803920401107,127.114961240036,불당동,천안시 불당동 815번지
19,36.8056559966217,127.10567337122,불당동,천안시 불당동 1837번지
19,36.879667879572,127.153864915922,직산읍,천안시 직산읍 삼은리 71-4
19,36.7831607546201,127.153722069565,청당동,천안시 청당동 497
19,36.8321885354026,127.12954106707,두정동,천안시 두정동 오성2길
19,36.7733233988424,127.133465918454,신방동,천안시 신방동 1895
19,36.7734177641072,127.128872307019,신방동,천안시 신방동 2080
19,36.8071495280338,127.130755430466,쌍용동,천안시 쌍용동 미라15길
19,36.8260744697223,127.143028518326,성정동,천안시 성정동 1420번지
19,36.8120918926938,127.109087562632,불당동,천안시 불당동 681번지
19,36.8713897700414,127.143691456107,직산읍,천안시 직산읍 모시리 58-11
19,36.8148668481636,127.110759603975,불당동,천안시 불당동 223-1번지
19,36.8267035999903,127.115162778798,백석동,천안시 백석동 395번지
19,36.8622430177469,127.113007771079,직산읍,천안시 직산읍 신갈리 288
19,36.8107970817048,127.10731046117,불당동,천안시 불당동 1638번지
19,36.8140496378693,127.108504425757,불당동,천안시 불당동 1536-2번지
19,36.7818222285005,127.155118594003,청당동,천안시 청당동 541
19,36.8038833925149,127.103345963951,불당동,천안시 불당동 1853번지
19,36.83283492040553,127.14905918036423,두정동,천안시 두정동 두정역 1번 출구
19,36.7818722950651,127.154453263371,청당동,천안시 청당동 540
19,36.8306942062165,127.143155267565,두정동,천안시 두정동 1411번지
19,36.8123208138282,127.146822493854,대흥동,천안시 대흥동 57-72
19,36.8330170359291,127.188537349427,안서동,천안시 안서동 166-5
19,36.8399447151123,127.128716796186,성성동,천안시 성성동 673번지
19,36.77104413344218,127.13369046765666,신방동,천안시 신방동 통정한라비발디
18,36.8304232912447,127.144010954149,두정동,천안시 두정동 1422번지
18,36.8347197920935,127.118254588696,백석동,천안시 백석동 1116번지
18,36.7988373098693,127.154642510137,원성동,천안시 원성동 601-5
18,36.7990476685286,127.109680409064,불당동,천안시 불당동 1442번지
18,36.8021749577135,127.124527802291,쌍용동,천안시 쌍용동 1282번지
18,36.82768487519,127.112656071733,백석동,천안시 백석동 731번지
18,36.8398152522252,127.135663138765,성성동,천안시 성성동 720번지
18,36.8773484457223,127.150489037717,직산읍,천안시 직산읍 삼은리 76-305
18,36.8307706044777,127.121907686418,백석동,천안시 백석동 1028번지
18,36.8406147817229,127.120457904312,성성동,천안시 성성동 832번지
18,36.8126071313181,127.164814578496,원성동,천안시 원성동 30-4
18,36.829517435703,127.146569280821,두정동,천안시 두정동 58-78번지
18,36.8328906155055,127.143337598911,두정동,천안시 두정동 1491번지
18,36.7823732613009,127.160283665837,청당동,천안시 청당동 청수10길 9
18,36.8286378263779,127.122905859808,백석동,천안시 백석동 1005번지
18,36.7980316980032,127.140798799275,다가동,천안시 다가동 다가말2길 81-1
18,36.8182902981075,127.108956596403,불당동,천안시 불당동 1487번지
18,36.7977739569186,127.126123086085,쌍용동,천안시 쌍용동 220-2번지
18,36.8419469294634,127.10843160035,차암동,천안시 차암동 519번지
18,36.7704381247203,127.204931523264,목천읍,천안시 목천읍 목천승천삼거리
18,36.8101324474493,127.103001912515,불당동,천안시 불당동 1783번지
18,36.8319595536118,127.128053357619,두정동,천안시 두정동 오성1길
18,36.7919010832235,127.131005019428,신방동,천안시 신방동 874
18,36.8294064888444,127.141679718615,성정동,천안시 성정동 1335번지
18,36.8290312033457,127.141582401393,성정동,천안시 성정동 1336번지
18,36.8507348152889,127.157126737033,신당동,천안시 신당동 257-21번지
18,36.8118885582413,127.160286226227,원성동,천안시 원성동 성황로 101
18,36.806281742708,127.126690059386,쌍용동,천안시 쌍용동 미라16길
18,36.814574278076,127.107994224477,불당동,천안시 불당동 1542-1번지
18,36.7868030755444,127.15979457031985,청당동,천안시 청당동 건강보험공단
18,36.8325018880231,127.142052776085,두정동,천안시 두정동 1465번지
18,36.811348418518,127.133365809332,봉명동,천안시 봉명동 494
18,36.8114572827806,127.107357779018,불당동,천안시 불당동 1906번지
18,36.7804727726857,127.160579035064,청당동,천안시 청당동 남부대로 400-8
18,36.8027083034673,127.140862603563,봉명동,천안시 봉명동 차돌로 97
18,36.8331084782902,127.140413311299,두정동,천안시 두정동 1295번지
18,36.8331779016271,127.139308465535,두정동,천안시 두정동 1301번지
18,36.9131610046443,127.13088016339,성환읍,천안시 성환읍 성환리 403-2
18,36.8036760763596,127.146401462323,대흥동,천안시 대흥동 작은재빼기길 1
17,36.7286201586712,127.103665270818,풍세면,천안시 풍세면 풍세산단2로 64
17,36.817314944214,127.136300589656,성정동,천안시 성정동 706-13번지
17,36.7834498032398,127.160431767925,청당동,천안시 청당동 970
17,36.8022750953548,127.13929303678,다가동,천안시 다가동 404-2
17,36.7252451212102,127.104660275951,풍세면,천안시 풍세면 풍세산단로 267
17,36.8220641723169,127.127170122559,백석동,천안시 백석동 781번지
17,36.8025606529079,127.138988986659,봉명동,천안시 봉명동 봉정로 5
17,36.8247167110203,127.137033769236,성정동,천안시 성정동 413-14번지
17,36.8319313839319,127.138937289212,두정동,천안시 두정동 1815번지
17,36.7389385291758,127.267424511013,수신면,천안시 수신면 5산단4로 156-17
17,36.8811938213038,127.162251370026,직산읍,천안시 직산읍 삼은리 283-19
17,36.8138830668919,127.151705434724,성황동,천안시 성황동 천안초등학교
17,36.822411053651,127.12414340326,백석동,천안시 백석동 886번지
17,36.8063906012234,127.114042780468,불당동,천안시 불당동 776번지
17,36.8327358864267,127.142445333319,두정동,천안시 두정동 1471번지
17,36.8086340302573,127.113075292474,불당동,천안시 불당동 750번지
17,36.8396564096074,127.124267124676,성성동,천안시 성성동 987번지
17,36.8101687322296,127.102724035487,불당동,천안시 불당동 1757번지
17,36.8104227816954,127.109462188449,불당동,천안시 불당동 712번지
17,36.8225729497446,127.154822851637,신부동,천안시 신부동 840
17,36.8774154814664,127.143574651283,직산읍,천안시 직산읍 삼은리 273-4
17,36.766564099467,127.302587862465,병천면,천안시 병천면
17,36.7965976868589,127.132224132802,쌍용동,천안시 쌍용동 380-31번지
17,36.7964573666453,127.122652183123,쌍용동,천안시 쌍용동 784번지
17,36.7904924541826,127.13575393241,용곡동,천안시 용곡동 226-17
17,36.8401394039995,127.109509457389,차암동,천안시 차암동 411번지
17,36.81260178841,127.105641451034,불당동,천안시 불당동 1614번지
17,36.8229498055371,127.124594296368,백석동,천안시 백석동 860번지
17,36.8111118317587,127.161130609001,원성동,천안시 원성동 원성3길 8
17,36.8111004334336,127.162091568819,원성동,천안시 원성동 원성21길 5-3
17,36.8417769471557,127.118837229524,성성동,천안시 성성동 510번지
17,36.8305917124644,127.144453154303,두정동,천안시 두정동 1428번지
17,36.8021490576558,127.114054307818,불당동,천안시 불당동 788번지
16,36.8302564198944,127.144445349788,두정동,천안시 두정동 1429번지
16,36.810330226827,127.104156579858,불당동,천안시 불당동 1765번지
16,36.7821740917267,127.154858842786,청당동,천안시 청당동 524
16,36.8161806021528,127.135850276352,성정동,천안시 성정동 성정1길
16,36.79750305439,127.152743186822,청수동,천안시 청수동 220-2
16,36.7957821497547,127.129051835084,쌍용동,천안시 쌍용동 새말2길
16,36.8108348528907,127.10769300113,불당동,천안시 불당동 1641번지
16,36.8285359447282,127.12365560268,백석동,천안시 백석동 105-31번지
16,36.7829165586056,127.152245961772,청당동,천안시 청당동 한양수자인정문
16,36.834501473394,127.150809078538,두정동,천안시 두정동 2037번지
16,36.8342757386508,127.134757773729,두정동,천안시 두정동 1790번지
16,36.8117478297823,127.163969417177,원성동,천안시 원성동 원성8길 23
16,36.832289471839,127.131010070654,두정동,천안시 두정동 1770번지
16,36.8114905522793,127.162993871372,원성동,천안시 원성동 447-19
16,36.8027100815395,127.146330933292,사직동,천안시 사직동 대흥로 162-1
16,36.7740828103302,127.131568482063,신방동,천안시 신방동 통정4로 10
16,36.8069264572714,127.114079098806,불당동,천안시 불당동 762번지
16,36.8218792989277,127.116402818814,백석동,천안시 백석동 266번지
16,36.8377113525976,127.117186554802,성성동,천안시 성성동 513-1번지
16,36.7855769032413,127.157993032211,청수동,천안시 청수동 청수로
16,36.8610538560635,127.14996848276,신당동,천안시 신당동 488-1번지
16,36.8014416414255,127.128834420719,쌍용동,천안시 쌍용동 1233번지
16,36.8116099628411,127.145326922616,성정동,천안시 성정동 609-50번지
16,36.8539924486093,127.161789742084,신당동,천안시 신당동 599번지
16,36.8484879779034,127.110762336868,차암동,천안시 차암동 157-12번지
16,36.8411518635993,127.17891289335,안서동,천안시 안서동 문암4길
16,36.829963969196,127.105573286929,백석동,천안시 백석동 555-5번지
16,36.8331664122404,127.131025578595,두정동,천안시 두정동 682-3번지
16,36.9122367829863,127.130605899717,성환읍,천안시 성환읍 매주리 313-8
16,36.8162380448409,127.109126844444,불당동,천안시 불당동 1534번지
16,36.8103036792642,127.102769602901,불당동,천안시 불당동 1756번지
16,36.8319796210613,127.136029764157,두정동,천안시 두정동 869번지
16,36.7874627117889,127.130043272454,신방동,천안시 신방동 909
16,36.8802964710673,127.153946602248,직산읍,천안시 직산읍 삼은리 72-76
16,36.8156295161144,127.106553416969,불당동,천안시 불당동 1544번지
16,36.7744025552213,127.135476884268,신방동,천안시 신방동 1736
16,36.8329129075485,127.136649871849,두정동,천안시 두정동 1793번지
16,36.818108342826,127.118404879688,백석동,천안시 백석동 909번지
16,36.8849822734639,127.206580538591,성거읍,천안시 성거읍 천흥리 354-12
16,36.8058068853993,127.13390226889,봉명동,천안시 봉명동 229
16,36.8305088566751,127.138584863961,두정동,천안시 두정동 1359번지
16,36.8153372336521,127.137358090368,성정동,천안시 성정동 709-15번지
16,36.834780999508,127.143153129868,두정동,천안시 두정동 530번지
16,36.8351683168649,127.149433648361,두정동,천안시 두정동 1835번지
16,36.8354034614605,127.122264016396,백석동,천안시 백석동 61번지
16,36.8163182246245,127.160359344988,신부동,천안시 신부동 993
16,36.8028835816593,127.119979357841,쌍용동,천안시 쌍용동 1947번지
16,36.8054778376836,127.133387228888,봉명동,천안시 봉명동 대우목화6차아파트
16,36.8467749868025,127.115486964785,차암동,천안시 차암동 210-6번지
16,36.8224733224571,127.110340832021,불당동,천안시 불당동 1479번지
16,36.7999835691393,127.142787483498,다가동,천안시 다가동 488
16,36.819744871643145,127.1398734360698,성정동,천안시 성정동 45681번지
16,36.8787446537652,127.150098295834,직산읍,천안시 직산읍 삼은리 76-390
16,36.7959057902862,127.131267975767,쌍용동,천안시 쌍용동 388-11번지
16,36.8312053105823,127.12048159988,백석동,천안시 백석동 한들2로
15,36.7948676104755,127.132413091478,신방동,천안시 신방동 13-21
15,36.8235644111964,127.132952558564,성정동,천안시 성정동 789번지
15,36.792098144525,127.125158412868,쌍용동,천안시 쌍용동 1363-1번지
15,36.9113746977269,127.130776567209,성환읍,천안시 성환읍 매주리 311-15
15,36.7832788206503,127.162717781728,삼룡동,천안시 삼룡동 청수12로 29
15,36.7920652753792,127.118630437909,쌍용동,천안시 쌍용동 450-4번지
15,36.8304507732233,127.130261943198,두정동,천안시 두정동 1775번지
15,36.8135868856712,127.169320391597,유량동,천안시 유량동 향교1길 104-38
15,36.8181664995661,127.152894633733,신부동,천안시 신부동 451-8
15,36.8171277472896,127.109479020305,불당동,천안시 불당동 1533번지
15,36.7754973194159,127.130479972911,신방동,천안시 신방동 2071
15,36.8224360922069,127.107004242208,불당동,천안시 불당동 1467번지
15,36.8400030662854,127.12112265581,성성동,천안시 성성동 886번지
15,36.8280872454374,127.126687329583,백석동,천안시 백석동 1201번지
15,36.820397525195,127.121173685278,백석동,천안시 백석동 900번지
15,36.8317970192962,127.144093567194,두정동,천안시 두정동 1447번지
15,36.8430981748807,127.102654379565,차암동,천안시 차암동 442번지
15,36.879956688307,127.158251848886,직산읍,천안시 직산읍 삼은리 64-46
15,36.8432822302464,127.13749023554,성성동,천안시 성성동 784번지
15,36.8312447070153,127.143666336769,두정동,천안시 두정동 1451번지
15,36.7753150959977,127.126830070645,신방동,천안시 신방동 서부대로 77
15,36.8319614041446,127.13853973003,두정동,천안시 두정동 1354번지
15,36.8287300216992,127.141760075592,성정동,천안시 성정동 1345번지
15,36.8296677690422,127.129879155815,두정동,천안시 두정동 666번지
15,36.797228365954,127.120795994127,쌍용동,천안시 쌍용동 783번지
15,36.8227211899663,127.107717388189,불당동,천안시 불당동 1473번지
15,36.8310104096746,127.139972410206,두정동,천안시 두정동 1373번지
15,36.8107304111968,127.102913283596,불당동,천안시 불당동 1754번지
15,36.8446890329299,127.187526228138,안서동,천안시 안서동 문암로
15,36.8251146843432,127.156559739676,신부동,천안시 신부동 천안대로 898
15,36.8047590422882,127.142685747256,봉명동,천안시 봉명동 천안천2길 21
15,36.8013815087514,127.104521970427,불당동,천안시 불당동 1446번지
15,36.8357279170119,127.13590591216,두정동,천안시 두정동 부성6길
15,36.8103325779445,127.141036601528,성정동,천안시 성정동 199-38번지
15,36.8227032340029,127.123844944411,백석동,천안시 백석동 889번지
15,36.7816415091171,127.153067048841,청당동,천안시 청당동 156-5
15,36.7728858875828,127.127148664979,신방동,천안시 신방동 1326
15,36.7954004378992,127.131030361902,쌍용동,천안시 쌍용동 388-18번지
14,36.8047831144823,127.135272199401,봉명동,천안시 봉명동 봉명5길 28-1
14,36.8045658205038,127.1086856898,불당동,천안시 불당동 909번지
14,36.7855971719995,127.16042156819,청당동,천안시 청당동 652
14,36.8007329986189,127.139774425081,다가동,천안시 다가동 다가2길 27
14,36.8253884726799,127.161122988527,신부동,천안시 신부동 401-1
14,36.7869907822785,127.146125818201,용곡동,천안시 용곡동 547번지
14,36.8270312592615,127.155867333169,신부동,천안시 신부동 978
14,36.8187605390491,127.132684113102,성정동,천안시 성정동 1105번지
14,36.7907955908691,127.126938603213,신방동,천안시 신방동 수곡2길 17-17
14,36.7898920046223,127.136495455708,용곡동,천안시 용곡동 605
14,36.8324157415248,127.142429942656,두정동,천안시 두정동 1473번지
14,36.8324381590837,127.142822219371,두정동,천안시 두정동 1474번지
14,36.8118909649545,127.110626773402,불당동,천안시 불당동 684번지
14,36.8269659064855,127.13840865591,성정동,천안시 성정동 1553번지
14,36.82606676893909,127.13061286305432,두정동,천안시 두정동 두정이진병원
14,36.7864016483552,127.161515221954,청당동,천안시 청당동 8-23번지
14,36.8220224817717,127.159445319894,신부동,천안시 신부동 663
14,36.8158108491442,127.134048353936,성정동,천안시 성정동 1106번지
14,36.8341987333584,127.140560924192,두정동,천안시 두정동 1221번지
14,36.8038636669537,127.130142715934,쌍용동,천안시 쌍용동 1267번지
14,36.8711199254119,127.144108955031,직산읍,천안시 직산읍 모시리 58-47
14,36.82484909901234,127.15828311395464,신부동,천안시 신부동 방죽다리
14,36.8989402325144,127.135572612482,직산읍,천안시 직산읍 천안대로
14,36.8378434267233,127.136000461794,두정동,천안시 두정동 부성8길
14,36.8307532429841,127.122579791186,백석동,천안시 백석동 1032번지
14,36.822943886004,127.153680552484,신부동,천안시 신부동 터미널9길 10-1
14,36.8166169731001,127.107829988475,불당동,천안시 불당동 1529번지
14,36.7942938107669,127.160158470647,구성동,천안시 구성동 293-50
14,36.8057503266747,127.134513571478,봉명동,천안시 봉명동 231
14,36.8294262766791,127.146980494906,성정동,천안시 성정동 1공단3길
14,36.7778779140205,127.149594683733,청당동,천안시 청당동 308-2
14,36.831074597946,127.122034726551,백석동,천안시 백석동 1013번지
14,36.8161298541125,127.113046978689,불당동,천안시 불당동 234-1번지
14,36.8330952257261,127.140647352248,두정동,천안시 두정동 1294번지
14,36.8226789379408,127.121365024516,백석동,천안시 백석동 890번지
14,36.8783907836232,127.15707715292,성거읍,천안시 성거읍 신월리 371-12
14,36.7952961114374,127.13027163897,신방동,천안시 신방동 11-12
14,36.8778052902584,127.150712806841,직산읍,천안시 직산읍 삼은리 76-79
14,36.782442213651,127.161138122224,청당동,천안시 청당동 972
14,36.7999364583201,127.122139938833,쌍용동,천안시 쌍용동 653번지
14,36.8121462104683,127.145255651306,성정동,천안시 성정동 179-26번지
14,36.8228102646655,127.132070936915,성정동,천안시 성정동 549-13번지
14,36.8382265161896,127.135817283489,두정동,천안시 두정동 1077-3번지
14,36.8405603409963,127.121004024195,성성동,천안시 성성동 847번지
14,36.8282505786342,127.139596802914,성정동,천안시 성정동 1298번지
14,36.7751419452407,127.177820012718,삼룡동,천안시 삼룡동 52-5번지
14,36.7871438086204,127.120546125303,신방동,천안시 신방동 784-9
14,36.82843439709467,127.12689874961296,두정동,천안시 두정동 노태산로
14,36.8432957676503,127.134478400503,성성동,천안시 성성동 735번지
14,36.7915156728683,127.130352628969,신방동,천안시 신방동 897
14,36.7796024431629,127.141210483327,청당동,천안시 청당동 395-3
14,36.8799825553403,127.151964961537,직산읍,천안시 직산읍 삼은리 72-29
14,36.8102066369524,127.144535544146,와촌동,천안시 와촌동 106-81번지
14,36.8432271914457,127.124296334328,성성동,천안시 성성동 828번지
14,36.80636401519,127.16049804859,원성동,천안시 원성동 612
14,36.8421779037963,127.13696244652,성성동,천안시 성성동 765번지
14,36.7789761915109,127.147575953682,청당동,천안시 청당동 995
14,36.8847728816189,127.208476302436,성거읍,천안시 성거읍 천흥리 354-2
14,36.8155763229337,127.153545791007,성황동,천안시 성황동 4-3
14,36.8416485162941,127.131525159149,성성동,천안시 성성동 성성9로
14,36.8317647399224,127.146323252539,두정동,천안시 두정동 61-1번지
14,36.7774245058815,127.15261921297,청당동,천안시 청당동 청당5로 4
14,36.7768561662136,127.133597391259,신방동,천안시 신방동 1557
14,36.8091043219242,127.11029060282,불당동,천안시 불당동 757번지
13,36.8095555571149,127.153824354102,문화동,천안시 문화동 13-1
13,36.8821594161298,127.147616446658,직산읍,천안시 직산읍 삼은리 588
13,36.8080537210545,127.106025072174,불당동,천안시 불당동 1642번지
13,36.8100557259719,127.133168795432,봉명동,천안시 봉명동 508
