단속건수,위도,경도,대표_단속동,대표_장소
113459,36.8150678816279,127.113911972591,,천안시
7165,36.8278572982784,127.141230509706,성정동,천안시 성정동 성정공원5로
6542,36.7773402128221,127.143004573542,청당동,천안시 청당동 청당하나로마트
3678,36.8385972094226,127.118027596969,차암동,천안시 차암동 3공단5로
3065,36.830484093184,127.117663150263,백석동,천안시 백석동 한들1로
2738,36.8063409159124,127.106095662518,불당동,천안시 불당동 불당34길
2308,36.814794858256604,127.10810615956696,불당동,천안시 불당동 불당 제5공영주차장
1986,36.80293068422576,127.14979680259778,영성동,천안시 영성동 중앙시장
1955,36.8398270878098,127.129824470245,성성동,천안시 성성동 731번지
1896,36.78393428469682,127.1554452686956,청당동,천안시 청당동 동천안 우체국
1839,36.8122419095297,127.106723999162,불당동,천안시 불당동 불당25로
1762,36.8272102223137,127.139312778396,성정동,천안시 성정동 성정공원1길
1736,36.8303319563123,127.13625709253,성정동,천안시 성정동 오성로
1678,36.83874651664568,127.11739665580242,성성동,천안시 성성동 3공단2로
1652,36.8317445186752,127.141665757941,두정동,천안시 두정동 1812번지
1515,36.8323105294915,127.141720048647,두정동,천안시 두정동 두정상가8길
1487,36.78606913007452,127.15673794425751,청당동,천안시 청당동 162-10번지
1434,36.7844402100796,127.160303878509,청당동,천안시 청당동 청수13로
1302,36.8185335209659,127.105646240244,불당동,천안시 불당동 불당23로
1259,36.82381762176617,127.11108802638836,성성동,천안시 성성동 백석공단1로
1235,36.81973607802637,127.15633919280238,신부동,천안시 신부동 터미널
1193,36.8223443721663,127.107090083349,불당동,천안시 불당동 불당24로 불당25로
1190,36.7853362650549,127.156797956466,청당동,천안시 청당동 551
1106,36.7727981193741,127.209601992999,목천읍,천안시 목천읍 목천 상가
1072,36.8100306482139,127.145350385317,와촌동,천안시 와촌동 천안서부역광장
1020,36.8278517230046,127.141220747409,성정동,천안시 성정동 1549번지
1012,36.7830953982837,127.156094452986,청당동,천안시 청당동 청당 롯데시네마
948,36.8598661393091,127.151298376306,두정동,천안시 두정동 천안대로
888,36.8097797855553,127.143639221005,와촌동,천안시 와촌동 천안천4길
880,36.81930057800866,127.1028335236128,불당동,천안시 불당동 불당23로 불당25로
877,36.82969114482775,127.1407726085814,성정동,천안시 성정동 프라지움5차
874,36.8384452103302,127.122202265722,백석동,천안시 백석동 삼성대로
852,36.8069461144215,127.110340624859,불당동,천안시 불당동 불당4로
802,36.8107249037557,127.109875139362,불당동,천안시 불당동 680번지
775,36.8176201797669,127.158790621243,신부동,천안시 신부동 충절로 17
765,36.8338170319897,127.134477612825,두정동,천안시 두정동 두정로
761,36.7833435412622,127.153690618783,청당동,천안시 청당동 청수11로 13-11
738,36.7992819097909,127.164912080201,신부동,천안시 신부동 천안대로
723,36.84185666009466,127.12407549591244,성성동,천안시 성성동 성성6로 꽃마루유치원
720,36.817531582936,127.159342867979,신부동,천안시 신부동 시민회관
712,36.839973343095,127.114376487135,성성동,천안시 성성동 3공단5로
697,36.81730954960603,127.16028161403912,신부동,천안시 신부동 신안동 행정복지센터
696,36.8341845212519,127.121308874916,백석동,천안시 백석동 1141번지
691,36.8427719304848,127.152210937846,두정동,천안시 두정동 이편한세상 4차 정문
675,36.79252570362066,127.15109302457138,청수동,천안시 청수동 청수금호어울림
661,36.8119316169431,127.139952910621,성정동,천안시 성정동 양지9길8
652,36.806738255973,127.119272994895,쌍용동,천안시 쌍용동 봉서산샛길
649,36.81912646944916,127.11009606450556,성성동,천안시 성성동 번영로
630,36.838635400320456,127.12813982292224,성성동,천안시 성성동 418-1번지
609,36.8125053122023,127.131216293148,봉명동,천안시 봉명동 봉서초등학교
605,36.8191007470086,127.113305208572,불당동,천안시 불당동 20번지
603,36.8288601273889,127.123516791514,백석동,천안시 백석동 한들3로
592,36.80744008688416,127.1445027766518,와촌동,천안시 와촌동 신동아파밀리에
587,36.8353498668594,127.114270839781,백석동,천안시 백석동 730번지
579,36.77510540076453,127.133746806511,신방동,천안시 신방동 신방통정 새마을금고
575,36.8008876525931,127.128404104799,쌍용동,천안시 쌍용동 미라초등학교
562,36.8141118304544,127.10809107797,불당동,천안시 불당동 1879번지
545,36.818948269928,127.14515440726,와촌동,천안시 와촌동 축구센터로
542,36.8036935504667,127.111885935453,불당동,천안시 불당동 불당11로
539,36.8041078035743,127.13409451551,봉명동,천안시 봉명동 천안여상로 44
531,36.8190835118097,127.156463394808,신부동,천안시 신부동 터미널버스승강장
529,36.8150581499617,127.142948060558,성정동,천안시 성정동 성정
525,36.8190510772912,127.102918594583,불당동,천안시 불당동 1867번지
522,36.8216762274527,127.124375238032,백석동,천안시 백석동 874번지
517,36.821854728057,127.14409947161,성정동,천안시 성정동 축구센터로 봉정로
515,36.8177851375676,127.159490327589,신부동,천안시 신부동 신부2길 12
510,36.8141797344129,127.107737696368,불당동,천안시 불당동 불당25로 리치타워
507,36.8071919368579,127.114160289657,불당동,천안시 불당동 봉서산로
497,36.8422402494713,127.186400011139,안서동,천안시 안서동 백석대학교 후문
478,36.8405589528792,127.129919095833,성성동,천안시 성성동 730번지
474,36.84042522522582,127.1270878454258,성성동,천안시 성성동 성성레이크타운3차
472,36.793878535979886,127.12354766535633,쌍용동,천안시 쌍용동 쌍용역 계룡아파트
472,36.8318935215042,127.130357655168,두정동,천안시 두정동 1766번지
468,36.79819955732316,127.1590428599183,신부동,천안시 신부동 충절로
467,36.8373966024536,127.114684978948,차암동,천안시 차암동 414번지
460,36.79734099434766,127.12490676669432,쌍용동,천안시 쌍용동 쌍용역 시영2차 아파트
455,36.8106159365509,127.105013274179,불당동,천안시 불당동 1901번지
444,36.8068091725208,127.105545300236,불당동,천안시 불당동 1938번지
432,36.8157769718718,127.106011066471,불당동,천안시 불당동 불당26로
424,36.7909280537633,127.132151983768,신방동,천안시 신방동 신용초등학교
417,36.8099954760398,127.103004866895,불당동,천안시 불당동 1926번지
407,36.8359287082793,127.135884294948,두정동,천안시 두정동 1786번지
406,36.8339034322116,127.138803979823,두정동,천안시 두정동 두정로 성정두정로
406,36.8225440416768,127.159648042391,신부동,천안시 신부동 신부초등학교 정문
401,36.7896578017044,127.11994674489895,신방동,천안시 신방동 신방삼일원앙아파트
389,36.7965146571708,127.132257604151,쌍용동,천안시 쌍용동 새말4길
388,36.8403315037501,127.121138084479,성성동,천안시 성성동 903번지
381,36.7930151308771,127.12263672377,쌍용동,천안시 쌍용동 충무로
378,36.8287869410994,127.143139495906,성정동,천안시 성정동 1550번지
369,36.8103414884906,127.105284773984,불당동,천안시 불당동 1910번지
369,36.8187391907392,127.139219080702,성정동,천안시 성정동 762번지
368,36.8053822761039,127.135023135879,봉명동,천안시 봉명동 봉명초등학교
360,36.8309236394097,127.121881474332,백석동,천안시 백석동 1036번지
353,36.8168018898192,127.140297557794,성정동,천안시 성정동 779번지
350,36.8088341259079,127.136082606058,봉명동,천안시 봉명동 세중아유치원
346,36.7837835865571,127.154570695543,청당동,천안시 청당동 953
345,36.7735534112013,127.21655783482,목천읍,천안시 목천읍 신흥초등학교
343,36.8112637015705,127.107681834612,불당동,천안시 불당동 1904번지
341,36.7810584819037,127.155365524811,청당동,천안시 청당동 남부대로 346
322,36.8036396922328,127.138018952222,봉명동,천안시 봉명동 천안여상로 53
320,36.8287654731192,127.138671394663,성정동,천안시 성정동 1548번지
320,36.9011481559956,127.133293255375,성환읍,천안시 성환읍 매주리 190
319,36.8001413580999,127.10689881672,불당동,천안시 불당동 1397번지
319,36.8226586726586,127.16010973414,신부동,천안시 신부동 825
319,36.784304005052,127.153647164968,청당동,천안시 청당동 청수14로 66
317,36.8222939953458,127.10669446709,불당동,천안시 불당동 불당24로
315,36.80996581376671,127.1110332703588,불당동,천안시 불당동 스타벅스 천안불당점
315,36.8300951662852,127.141409716653,두정동,천안시 두정동 1819번지
307,36.8184652216298,127.1585341373,신부동,천안시 신부동 충절로 5
306,36.8380923046292,127.113696893162,차암동,천안시 차암동 410번지
303,36.8330179400122,127.139551881024,두정동,천안시 두정동 1811번지
297,36.8169429532203,127.160166531545,신부동,천안시 신부동 굿모닝힐 아파트
297,36.8168343097754,127.138392092962,성정동,천안시 성정동 778번지
295,36.8384535133562,127.111939910221,차암동,천안시 차암동 412번지
292,36.7780418871524,127.214505375322,청당동,천안시 청당동 남부대로
291,36.8040235958769,127.110376996706,불당동,천안시 불당동 740번지
290,36.8323021225586,127.141666786105,성정동,천안시 성정동 성정두정로
288,36.84147338598349,127.12087182467044,성성동,천안시 성성동 421-24번지
286,36.8355579173434,127.10551281504,백석동,천안시 백석동 백석공단1로
276,36.8663054141717,127.118602235754,직산읍,천안시 직산읍 4산단6길
275,36.7800339042007,127.151531155565,청당동,천안시 청당동 청당초
273,36.8114921809625,127.109210435614,불당동,천안시 불당동 검은들3길
272,36.8299664530355,127.141514961736,성정동,천안시 성정동 1547번지
272,36.7825523016042,127.154918753723,청당동,천안시 청당동 청수11로 24
269,36.8052864718567,127.104937191725,불당동,천안시 불당동 불당18로 불당25로
265,36.77312336918423,127.13965203895398,청수동,천안시 청수동 풍세로
263,36.7832666445141,127.152876025002,청당동,천안시 청당동 청수4로 16
262,36.8219255758871,127.155664530289,신부동,천안시 신부동 976
259,36.8050169160707,127.153906715873,영성동,천안시 영성동 남산초등학교
259,36.7904523589892,127.1531157207306,청수동,천안시 청수동 청수극동2차
259,36.8265616524538,127.121963667662,백석동,천안시 백석동 백석아이파크2차
259,36.813417508876,127.10437683612,불당동,천안시 불당동 불당21로
258,36.80234615879108,127.1407001323922,다가동,천안시 다가동 농협봉명지점
257,36.8370206254094,127.11583686665,성성동,천안시 성성동 3공단4로
256,36.8050630042558,127.116541751973,불당동,천안시 불당동 786번지
256,36.82848395922814,127.15843968538556,신부동,천안시 신부동 농협북일지점
253,36.8327703696275,127.143593298181,두정동,천안시 두정동 1827번지
251,36.8165308847166,127.106566434321,불당동,천안시 불당동 스타벅스 시청점
249,36.81737930068,127.160277724694,신부동,천안시 신부동 신부3길 16-6
249,36.782493956565,127.153631676824,청당동,천안시 청당동 청수11로 12
247,36.7853015574234,127.157763252555,청당동,천안시 청당동 청수6로 35-26
246,36.806679751071286,127.15849224404946,원성동,천안시 원성동 교보
243,36.8398133863026,127.130158422763,성성동,천안시 성성동 681번지
242,36.8219318722785,127.123597228942,백석동,천안시 백석동 백석종합상가
240,36.8193844323405,127.109732845771,불당동,천안시 불당동 1869번지
234,36.79672760511566,127.15596972524489,구성동,천안시 구성동 대흥로 구성휴먼시아
228,36.8014198330363,127.1360381121,봉명동,천안시 봉명동 봉명역
227,36.8375847319212,127.114894002617,성성동,천안시 성성동 524번지
223,36.8394753363646,127.129952465302,성성동,천안시 성성동 712번지
223,36.8173440391694,127.139495962409,성정동,천안시 성정동 성정5길
223,36.82545291415538,127.13403165631104,성정동,천안시 성정동 서부대로 주공6단지
219,36.8355676142688,127.110510865261,백석동,천안시 백석동 756번지
217,36.8665547604542,127.12345822705,직산읍,천안시 직산읍 세메스 어린이집
217,36.8402940125289,127.13026237908,성성동,천안시 성성동 685번지
216,36.8354003756204,127.113752211677,백석동,천안시 백석동 3공단2로
215,36.7894892316876,127.135922906319,용곡동,천안시 용곡동 용소초등학교
214,36.7775236051616,127.151721687682,청당동,천안시 청당동 청당4로 60
213,36.809657693401,127.104708826837,불당동,천안시 불당동 1912번지
212,36.7994605115011,127.121150555667,쌍용동,천안시 쌍용동 779번지
210,36.7868765854215,127.118526314748,신방동,천안시 신방동 충무로
209,36.8363564590778,127.133902699879,두정동,천안시 두정동 1000번지
208,36.814021529260216,127.13475364345165,성정동,천안시 성정동 쌍용대로 성정로
208,36.8318002632406,127.147037722527,두정동,천안시 두정동 61-27번지
208,36.7782961616924,127.160087206314,청당동,천안시 청당동 청당 두산위브 정문
207,36.8401894925133,127.12297826736,성성동,천안시 성성동 898번지
204,36.7738323627186,127.131918769431,신방동,천안시 신방동 2107
202,36.8368379131087,127.111850786067,백석동,천안시 백석동 734번지
201,36.8266143943337,127.142894678125,성정동,천안시 성정동 1552번지
201,36.8391212879978,127.113780704292,차암동,천안시 차암동 406번지
201,36.8024055606121,127.117523813228,쌍용동,천안시 쌍용동 용암마을
198,36.8139075991499,127.105425152746,불당동,천안시 불당동 1883번지
198,36.8488288678548,127.108117394271,성성동,천안시 성성동 4산단로
196,36.804030248599,127.1305025913375,쌍용동,천안시 쌍용동 62824번지
195,36.8115176234023,127.106995320866,불당동,천안시 불당동 1907번지
195,36.8426973846285,127.137124481039,성성동,천안시 성성동 815번지
194,36.7988999081008,127.126621427245,두정동,천안시 두정동 서부대로
193,36.7900173078021,127.157323202594,청수동,천안시 청수동 433
193,36.8423450448292,127.106127328631,차암동,천안시 차암동 3공단6로
193,36.8098809781863,127.103692352747,불당동,천안시 불당동 불당30길
192,36.81737977892481,127.10850542756536,불당동,천안시 불당동 봉서산로 불당4로
192,36.8225660751448,127.140245760168,성정동,천안시 성정동 756번지
189,36.8111398276587,127.164703511589,원성동,천안시 원성동 610
188,36.80577007050382,127.13943451163377,와촌동,천안시 와촌동 21824번지
186,36.7944952754519,127.159573012594,구성동,천안시 구성동 충절오거리
186,36.8222868137334,127.106664082235,불당동,천안시 불당동 1865번지
186,36.8358202933735,127.13148704159,두정동,천안시 두정동 2007번지
185,36.7963512115649,127.131266831007,쌍용동,천안시 쌍용동 새말3길
185,36.8214308734794,127.162529629145,신부동,천안시 신부동 천안로
184,36.7910993839032,127.139159195201,용곡동,천안시 용곡동 용곡5길 영어학원
180,36.8054170696768,127.106125652689,불당동,천안시 불당동 1844번지
178,36.7800393992916,127.160398894466,청당동,천안시 청당동 청당 두산위브 후문
178,36.8334447751663,127.13856673079,두정동,천안시 두정동 1279번지
178,36.8363968373816,127.121653167732,백석동,천안시 백석동 1071번지
176,36.831602523527,127.143453347069,두정동,천안시 두정동 1825번지
176,36.6986972265802,127.110262037846,광덕면,천안시 광덕면 광덕초등학교
175,36.8211544084756,127.142360427581,성정동,천안시 성정동 768번지
175,36.8711281050734,127.145088538447,직산읍,천안시 직산읍 모시리 64-10
174,36.8045166240158,127.107789936318,불당동,천안시 불당동 940번지
174,36.83035491076602,127.14701870257308,두정동,천안시 두정동 봉정로
174,36.8307747741187,127.141869779607,두정동,천안시 두정동 마사회
173,36.8281704365179,127.137693654546,성정동,천안시 성정동 1546번지
173,36.8186583390919,127.152181107755,신부동,천안시 신부동 방죽안오거리
172,36.8049422606727,127.105634514496,불당동,천안시 불당동 1937번지
171,36.8633865142279,127.119191753617,직산읍,천안시 직산읍 4산단4로
171,36.8165112366246,127.160830578721,신부동,천안시 신부동 994
171,36.7670754211592,127.152717985361,구룡동,천안시 구룡동 청당산업길
171,36.8013361885664,127.140703663445,다가동,천안시 다가동 신용로
171,36.8087359626891,127.10469098612,불당동,천안시 불당동 1917번지
170,36.7822573449574,127.153196095277,청당동,천안시 청당동 955
170,36.8376227526319,127.112449794545,차암동,천안시 차암동 409번지
170,36.8402063573572,127.129747418686,성성동,천안시 성성동 669번지
170,36.8312630101477,127.148426142786,두정동,천안시 두정동 2078번지
170,36.8316544842791,127.109223394579,백석동,천안시 백석동 754번지
169,36.8183590713089,127.164765043116,신부동,천안시 신부동 524
169,36.7871007804126,127.131558357391,용곡동,천안시 용곡동 용곡초등학교
168,36.7996563135426,127.108266739236,불당동,천안시 불당동 1435번지
168,36.7939111822399,127.098952129931,불당동,천안시 불당동 1286번지
167,36.8032121604661,127.120124759642,쌍용동,천안시 쌍용동 2035번지
166,36.8064644864987,127.152206280745,오룡동,천안시 오룡동 버들육거리
166,36.8069940948302,127.149558180884,문화동,천안시 문화동 문성파출소
166,36.8152424225911,127.154133401164,성황동,천안시 성황동 북중학교
165,36.8278354396007,127.146267345981,성정동,천안시 성정동 두정119안전센터
163,36.8008076019438,127.103685162024,불당동,천안시 불당동 1300번지
163,36.8210912504565,127.119609768318,백석동,천안시 백석동 백석3로
162,36.7923128607388,127.117673431361,쌍용동,천안시 쌍용동 월봉6길
161,36.8101636201539,127.103940625622,불당동,천안시 불당동 1923번지
159,36.80887423559377,127.1499372548542,오룡동,천안시 오룡동 KEB하나은행 천안역지점
156,36.819748894490615,127.1151092068962,백석동,천안시 백석동 한들2로 환서초 정문
156,36.8316348670553,127.130473237805,두정동,천안시 두정동 오성초
155,36.7846103207565,127.156803087212,청당동,천안시 청당동 956
155,36.7931741715901,127.128364340436,신방동,천안시 신방동 상신
153,36.8787554276238,127.173368114299,직산읍,천안시 직산읍 봉주로
153,36.8097408754446,127.105615219163,불당동,천안시 불당동 불당31길
152,36.8026274534785,127.126107624884,쌍용동,천안시 쌍용동 주공7단지
151,36.8002241997311,127.138259114278,다가동,천안시 다가동 일봉초등학교
151,36.8304060969349,127.144220093522,두정동,천안시 두정동 1822번지
150,36.9152573386039,127.12871104764,성환읍,천안시 성환읍 성환리 449-50
147,36.8087741215366,127.150508477532,문화동,천안시 문화동 버들로 21
147,36.8195396460966,127.135947894641,성정동,천안시 성정동 748번지
147,36.8403849518376,127.129751756371,성성동,천안시 성성동 668번지
145,36.8105602354384,127.144087715457,와촌동,천안시 와촌동 106-7번지
145,36.8310813555008,127.121507543857,백석동,천안시 백석동 1012번지
145,36.8056837482929,127.139661277044,봉명동,천안시 봉명동 봉정로
142,36.837892221266,127.118352409357,백석동,천안시 백석동 번영로
140,36.8056024450466,127.108306150372,불당동,천안시 불당동 831번지
139,36.8652571216439,127.122024805027,직산읍,천안시 직산읍 모시리 278
137,36.8321799661295,127.13718103774,두정동,천안시 두정동 1796번지
136,36.7824219623482,127.156873126415,청당동,천안시 청당동 954
136,36.81948953261511,127.15606633618994,신부동,천안시 신부동 신세계백화점
131,36.8405531880393,127.122182860991,성성동,천안시 성성동 897번지
130,36.8220476907365,127.157501050422,신부동,천안시 신부동 터미널8길 3
130,36.8357526115214,127.110607765121,백석동,천안시 백석동 3공단1로
129,36.8015271970315,127.120010073874,쌍용동,천안시 쌍용동 2036번지
129,36.8394114909678,127.106332135076,차암동,천안시 차암동 429번지
128,36.7711191340902,127.131074046723,신방동,천안시 신방동 새샘초등학교
127,36.8134627931903,127.135430360803,성정동,천안시 성정동 784번지
127,36.8360427874145,127.122535654203,백석동,천안시 백석동 62-3번지
126,36.8094511720282,127.101681986117,불당동,천안시 불당동 1929번지
125,36.8319609295754,127.138946422622,두정동,천안시 두정동 두정상가1길
124,36.7739028074996,127.130960386794,신방동,천안시 신방동 2105
124,36.8329514046872,127.145223345793,두정동,천안시 두정동 복지회관
124,36.8135185582745,127.141251683595,성정동,천안시 성정동 751번지
122,36.8351566987413,127.111679622839,백석동,천안시 백석동 735-1번지
122,36.7994368637162,127.102188327872,불당동,천안시 불당동 1291번지
122,36.8675834078436,127.12246196638,직산읍,천안시 직산읍 4산단7로
122,36.8322339054038,127.153153211524,두정동,천안시 두정동 2064번지
122,36.8007593350005,127.14707764113,사직동,천안시 사직동 사직4길 16
121,36.8198557128108,127.120083516946,백석동,천안시 백석동 917번지
121,36.7873582421247,127.123389312281,신방동,천안시 신방동 신촌초교
120,36.8170432327325,127.161310147332,신부동,천안시 신부동 신부8길 21
120,36.7822948695297,127.152956322025,청당동,천안시 청당동 청수4로 8
119,36.8285562871737,127.141306672926,성정동,천안시 성정동 성정공원6길
118,36.7936484940028,127.164211726479,구성동,천안시 구성동 259
118,36.7849559698672,127.234684979642,목천읍,천안시 목천읍
118,36.81707241589447,127.15074338514822,성황동,천안시 성황동 김성태정형외과
117,36.8377716882976,127.141945257086,두정동,천안시 두정동 두정중11길
115,36.7828450894108,127.161413207563,청당동,천안시 청당동 971
115,36.8397364577311,127.128727658171,성성동,천안시 성성동 674번지
115,36.7813584534846,127.15585500635,청당동,천안시 청당동 143-4번지
115,36.8103017627231,127.101749790799,불당동,천안시 불당동 1930번지
114,36.8272779239448,127.1375078886,성정동,천안시 성정동 쌍용대로
114,36.8382547893603,127.132885940948,두정동,천안시 두정동 1885번지
114,36.8359727414046,127.111005828531,차암동,천안시 차암동 3공단1로
113,36.8310118506386,127.114920940781,백석동,천안시 백석동 729번지
112,36.7918348260858,127.131436372835,신방동,천안시 신방동 899
112,36.8121074181775,127.145513225941,성정동,천안시 성정동 174-2번지
112,36.803787598525,127.146210504626,대흥동,천안시 대흥동 대흥로
112,36.8141104632324,127.135314049741,성정동,천안시 성정동 774번지
110,36.8099979071775,127.143968095353,와촌동,천안시 와촌동 187번지
110,36.80116036629068,127.13280154450318,쌍용동,천안시 쌍용동 쌍용
109,36.8306947155701,127.128261094572,두정동,천안시 두정동 오성로
109,36.8082837842101,127.104794365924,불당동,천안시 불당동 1919번지
107,36.8220641310111,127.125341918665,백석동,천안시 백석동 868번지
107,36.8291108279052,127.127852781071,두정동,천안시 두정동 1776번지
107,36.7851231068412,127.146367170124,청당동,천안시 청당동 949
106,36.7971737952404,127.153017946533,청수동,천안시 청수동 풍세로 1008
105,36.8369228135841,127.148248067793,두정동,천안시 두정동 1832번지
103,36.8222642916291,127.158402204151,신부동,천안시 신부동 터미널2로 38
103,36.7979636031181,127.132942809655,쌍용동,천안시 쌍용동 다가말3길
102,36.81943926569284,127.15998792147388,신부동,천안시 신부동 삼부르네상스
102,36.8375787795817,127.142833010026,두정동,천안시 두정동 신대초 성정두정로
102,36.7990068317265,127.164303392705,구성동,천안시 구성동 490
101,36.799904188696,127.128977961119,쌍용동,천안시 쌍용동 1270번지
101,36.8065883437785,127.137443877493,봉명동,천안시 봉명동 봉명4길 29
101,36.8361947232737,127.141893913871,두정동,천안시 두정동 1828번지
100,36.81157080748017,127.15451379840216,문화동,천안시 문화동 천안역필하우스
100,36.77251905852758,127.21046148397024,신계리,천안시 신계리 목천 프라임아파트
99,36.8221579563373,127.15928251844,신부동,천안시 신부동 터미널4길 28
99,36.8317084702036,127.142573910698,두정동,천안시 두정동 두정상가4길
99,36.7977269713474,127.133585895963,쌍용동,천안시 쌍용동 다가말2길
99,36.8229217181954,127.107583054703,불당동,천안시 불당동 1863번지
99,36.7886452624206,127.124638554143,신방동,천안시 신방동 신촌4로
98,36.7740996222919,127.134663575986,신방동,천안시 신방동 2142
97,36.8395199305826,127.137258720942,성성동,천안시 성성동 성성10길
97,36.7613183058253,127.178103475136,목천읍,천안시 목천읍 삼성리 9-7
97,36.8261616527264,127.111112263554,백석동,천안시 백석동 555-58번지
97,36.8213120728612,127.159022862537,신부동,천안시 신부동 827
97,36.7871890702883,127.129936266388,신방동,천안시 신방동 서부대로 한라동백
97,36.8397164448901,127.129647485991,성성동,천안시 성성동 678번지
97,36.828294724893,127.135316605123,성정동,천안시 성정동 1540번지
96,36.8330790229453,127.143049965141,두정동,천안시 두정동 1500번지
96,36.8391211863384,127.116491051393,성성동,천안시 성성동 521번지
96,36.794460934625,127.13241631308,신방동,천안시 신방동 22-3
96,36.8421481214875,127.136767428215,성성동,천안시 성성동 764번지
96,36.7859726763059,127.158125817787,청당동,천안시 청당동 국민연금공단
96,36.8373433569263,127.11707859546,성성동,천안시 성성동 513번지
95,36.823817261009,127.111088362127,백석동,천안시 백석동 1206번지
95,36.8136737528383,127.140394843205,성정동,천안시 성정동 성정로
95,36.7883962077259,127.123502787568,신방동,천안시 신방동 74-54
94,36.8111377921784,127.138676578321,성정동,천안시 성정동 614번지
94,36.8042313009474,127.135880824868,봉명동,천안시 봉명동 천안여상로
93,36.7988390633433,127.099534519195,불당동,천안시 불당동 공원로
93,36.9036562799341,127.135907691724,성환읍,천안시 성환읍 매주리 45-3
93,36.8176616111605,127.153800673908,신부동,천안시 신부동 526
93,36.7852812242948,127.160233706704,청당동,천안시 청당동 962
92,36.8028720887044,127.13022048585,쌍용동,천안시 쌍용동 1268번지
92,36.8258313517014,127.155448486679,신부동,천안시 신부동 단대1로 23
92,36.82650218932122,127.15381410646155,신부동,천안시 신부동 희망초등학교
92,36.828034199931,127.104606412951,백석동,천안시 백석동 1186번지
92,36.799830261411,127.125388149009,불당동,천안시 불당동 펜타포트 정
91,36.8209319814322,127.158215082794,신부동,천안시 신부동 829
91,36.8307447501825,127.139676999689,두정동,천안시 두정동 1817번지
91,36.8171971294363,127.1533509884,신부동,천안시 신부동 중앙로 210
90,36.7811864701273,127.154720297913,청당동,천안시 청당동 남부대로 344
90,36.8194074744569,127.16216994436,신부동,천안시 신부동 529
90,36.8113893609694,127.140689334467,성정동,천안시 성정동 749번지
90,36.8410874665907,127.12940954456,성성동,천안시 성성동 729번지
90,36.81264633376953,127.10125563718884,불당동,천안시 불당동 불당27길 불당유치원
89,36.8310283189464,127.143394432837,두정동,천안시 두정동 두정상가5길
89,36.9053997104927,127.134411825665,성환읍,천안시 성환읍 매주리 244-5
89,36.81981105740452,127.13563466050137,쌍용동,천안시 쌍용동 쌍용대로
89,36.8161593137178,127.136342138021,성정동,천안시 성정동 775번지
88,36.812007546916,127.129316875305,봉명동,천안시 봉명동 102-9번지
88,36.7780660453791,127.214250709468,목천읍,천안시 목천읍 신계리 1-8
88,36.8215372823056,127.141157137767,성정동,천안시 성정동 767번지
88,36.8161474394273,127.137654184411,성정동,천안시 성정동 773번지
87,36.8216822276254,127.156320062191,신부동,천안시 신부동 천안천8길 49
87,36.7983725924472,127.117928873397,쌍용동,천안시 쌍용동 1899번지
87,36.8228954913766,127.138734218506,성정동,천안시 성정동 759번지
87,36.8615443933822,127.11636908845,직산읍,천안시 직산읍 4산단3로
86,36.8076291689251,127.14943771557,문화동,천안시 문화동 명동길 50
86,36.8395953750731,127.124036640528,성성동,천안시 성성동 승인동1길
85,36.822060249026,127.105379283772,불당동,천안시 불당동 1498번지
85,36.7943014513625,127.114613871534,쌍용동,천안시 쌍용동 월봉4로
85,36.7979448884365,127.100393226077,불당동,천안시 불당동 1290번지
84,36.8176955824758,127.158873154104,신부동,천안시 신부동 532
83,36.8315934149295,127.144352916363,두정동,천안시 두정동 두정상가6길
83,36.8011464926658,127.138796500361,다가동,천안시 다가동 478
83,36.82171053030128,127.16097450099916,신부동,천안시 신부동 대림아파트
83,36.7922916266342,127.122199283993,쌍용동,천안시 쌍용동 2043번지
82,36.7984830499136,127.16131581372,구성동,천안시 구성동 한국전기안전공사
82,36.8373586686762,127.137066632283,두정동,천안시 두정동 1787번지
81,36.7988089326058,127.107344157514,불당동,천안시 불당동 1433번지
81,36.7939803266612,127.131236791747,신방동,천안시 신방동 871
81,36.8386053606292,127.11250123332,차암동,천안시 차암동 408번지
81,36.8308274018291,127.138813443558,두정동,천안시 두정동 1816번지
80,36.8182455380946,127.155319609252,신부동,천안시 신부동 525
80,36.8319257726022,127.142159661711,두정동,천안시 두정동 1464번지
80,36.8088706489438,127.14992312769,문화동,천안시 문화동 버들로 17
80,36.8073287011746,127.131787495635,쌍용동,천안시 쌍용동 1262번지
80,36.8165254460116,127.139747768742,성정동,천안시 성정동 713-49번지
80,36.7999476797292,127.102321787985,불당동,천안시 불당동 1293번지
80,36.8091563646706,127.149083979801,대흥동,천안시 대흥동 버들로 9
79,36.8426749128385,127.105347021173,차암동,천안시 차암동 코스트코
79,36.8375341831458,127.111483081004,차암동,천안시 차암동 417번지
79,36.8305384463059,127.142445406867,두정동,천안시 두정동 1820번지
79,36.8012600478625,127.107044696763,불당동,천안시 불당동 불당16길
79,36.8240234461045,127.140544105,성정동,천안시 성정동 757번지
78,36.7812653432954,127.128340892876,봉명동,천안시 봉명동 서부대로
78,36.7222012528491,127.118735814078,풍세면,천안시 풍세면 용정리 915-25
78,36.7845842966739,127.15347262249,청당동,천안시 청당동 청수14로
78,36.821560009891,127.108324709842,불당동,천안시 불당동 1492번지
78,36.8480041997222,127.11102523778,차암동,천안시 차암동 200-26번지
77,36.879243520511,127.156510994919,직산읍,천안시 직산읍 삼은리 69-36
77,36.7859137927941,127.122481782342,신방동,천안시 신방동 세실유치원
