grid_id,row,col,sub_row,sub_col,min_lon,min_lat,max_lon,max_lat,public_count,private_count,centroid_lon,centroid_lat,facilities_count,traffic_sum,traffic_sum_imputed,enforcement_sum,score_facilities,score_traffic,score_enforcement,congestion_score_raw,congestion_score,congestion_score_100
g99,11,5,-1,-1,127.15977294993418,36.89953259435281,127.1920292238733,36.92543433743852,0,0,127.17590372234558,36.91248405721357,2,0.0,33450.4623655914,15.0,0.32786885245901637,0.0,0.002367797947908445,0.11007888346897493,0.11776454211565951,1.177645421156595
g100,11,6,-1,-1,127.19142907228147,36.900018504090525,127.22367560801041,36.92591226240039,0,0,127.20755497560963,36.91296597652607,4,0.0,33450.4623655914,71.0,0.6557377049180327,0.0,0.011207576953433307,0.22231509395715535,0.2378370348627594,2.3783703486275938
g101,11,7,-1,-1,127.2230859477675,36.90049599050338,127.25532273116916,36.92596625780655,0,0,127.23832712253635,36.9115251501979,3,0.0,33450.4623655914,51.0,0.4918032786885246,0.0,0.008050513022888712,0.1666179305704711,0.17825112031973445,1.7825112031973442
g102,11,8,-1,-1,127.25487674639788,36.900965052969724,127.27984201956255,36.92053986359372,0,0,127.2653812792758,36.90773963999176,0,0.0,33450.4623655914,7.0,0.0,0.0,0.0011049723756906076,0.0003683241252302025,0.0003940403517093336,0.0039404035170933355
g103,12,2,-1,-1,127.07408082282882,36.92380854977359,127.0964630172547,36.94766979554243,0,0,127.08720642502931,36.93536217795377,0,0.0,33450.4623655914,1.0,0.0,0.0,0.00015785319652722967,5.261773217574322e-05,5.629147881561909e-05,0.0005629147881561909
g104,12,3,-1,-1,127.09596418814385,36.923949978763325,127.12811759387586,36.94986801005654,0,0,127.11209930405816,36.93682249352453,0,0.0,33450.4623655914,1.0,0.0,0.0,0.00015785319652722967,5.261773217574322e-05,5.629147881561909e-05,0.0005629147881561909
g105,12,4,-1,-1,127.1274956831119,36.92445319498106,127.15977294993418,36.950363250802894,0,0,127.14363695519837,36.93740881281717,4,0.0,33450.4623655914,1.0,0.6557377049180327,0.0,0.00015785319652722967,0.21863185270485333,0.23389663134566607,2.3389663134566607
g106,12,5,-1,-1,127.15916154168616,36.924947981420935,127.19142907228147,36.95085005339195,0,0,127.1752979456862,36.93789960929597,0,0.0,33450.4623655914,0.0,0.0,0.0,0.0,0.0,0.0,0.0
g107,12,6,-1,-1,127.19082816755058,36.92543433743852,127.2230859477675,36.95103535586188,0,0,127.20173424281303,36.936421522028965,1,0.0,33450.4623655914,0.0,0.16393442622950818,0.0,0.0,0.0546448087431694,0.058460084966712615,0.5846008496671261
g108,12,7,-1,-1,127.22303016421043,36.92591226240039,127.22669804915354,36.928315059289034,0,0,127.22439774347008,36.92680205230001,0,0.0,33450.4623655914,0.0,0.0,0.0,0.0,0.0,0.0,0.0
g109,13,3,-1,-1,127.09626614937515,36.94941408548253,127.1274956831119,36.973075856598136,0,0,127.1138050432037,36.959297822666,1,0.0,33450.4623655914,1.0,0.16393442622950818,0.0,0.00015785319652722967,0.05469742647534514,0.058516376445528234,0.5851637644552823
g110,13,4,-1,-1,127.12706768224903,36.94986801005654,127.15916154168616,36.971146492307405,0,0,127.14339787426609,36.95950548408637,1,0.0,33450.4623655914,0.0,0.16393442622950818,0.0,0.0,0.0546448087431694,0.058460084966712615,0.5846008496671261
g111,13,5,-1,-1,127.15869082519109,36.950363250802894,127.19082816755058,36.969928617361305,0,0,127.17152212161051,36.956084089433254,0,0.0,33450.4623655914,0.0,0.0,0.0,0.0,0.0,0.0,0.0
